pid,convo_timestamp,chat_index,chat_text,chat_role
66be1cf5e52b37a3d32a0197,2024-09-03T08:56:53.088424,0,The comments also called me ugly.,human
66be1cf5e52b37a3d32a0197,2024-09-03T08:56:53.088424,1,"Back in 2020, I was really into cosplay and decided to make a TikTok showing off my costume. I was 14 at the time and thought it would just be a fun thing for my friends to see. But when I posted it, I got a ton of hate comments saying my cosplay was bad and calling me ugly. It made me feel super upset and hopeless because I had so much fun making the TikTok. The comments were so negative that I ended up deleting the video and then the app entirely. The worst part was that I felt so disheartened by the experience that I haven't cosplayed since. It really crushed my confidence.",assistant
6669ac804487a99ebc3b6414,2024-09-03T09:02:55.680456,0,maybe make it a bit longer,human
6669ac804487a99ebc3b6414,2024-09-03T09:02:55.680456,1,"Recently, I had a really tough experience on social media, specifically Facebook. There was a terrorist incident in Manchester where someone was caught trying to hurt people. In the aftermath, someone posted a really hateful, islamophobic message. It was deeply upsetting to see my community, which is mostly moderate and law-abiding, being unfairly blamed for something we had nothing to do with and would never support. What made it even worse was that the post stayed up for an entire week, and Facebook did nothing to remove it. It was really disheartening to see such negativity and hate being allowed to spread unchecked. I reported the post multiple times, hoping that it would be taken down quickly, but each time I checked, it was still there. The comments section was filled with even more hate speech and misinformation, which only added to the distress. Friends and family members who saw the post were also deeply affected, and it sparked a lot of anxiety and fear within our community. We felt helpless and vulnerable, knowing that such harmful content could be shared so easily and remain visible for so long. This experience has made me more cautious about using social media and has highlighted the need for better moderation and quicker responses to harmful content.",assistant
66b375e9d6610da26674b067,2024-09-03T09:02:32.966897,0,"seems to emotional for me, id say its more disappoining that frustrating. feels slightly pointless aswell.",human
66b375e9d6610da26674b067,2024-09-03T09:02:32.966897,1,"Scenario: Recently, I've been trying to start an art business on Instagram, and it's been quite challenging. The platform is so oversaturated with content that it feels like my art gets lost in the crowd. This situation makes me feel really disappointed because it seems like no one sees my work. I've been experimenting with different hashtags, but it's hard to know which ones will actually work. It's just kind of discouraging to be honest. The worst part is the fear of getting shadow banned, or maybe I already am because barely anyone sees my posts except my followers. I guess it's expected since I'm only posting on Instagram, but it feels like the hashtags don't make a difference unless you're already viral.",assistant
66b375e9d6610da26674b067,2024-09-03T09:02:32.966897,2,its not causing me that much fear about getting shadow banned. i just know its a possibility. ,human
66b375e9d6610da26674b067,2024-09-03T09:02:32.966897,3,"Recently, I've been trying to start an art business on Instagram, and it's been quite challenging. The platform is so oversaturated with content that it feels like my art gets lost in the crowd. This situation makes me feel really frustrated because it seems like no one sees my work. I've been experimenting with different hashtags, but it's hard to know which ones will actually work. It's just kind of annoying to be honest. The worst part is barely anyone sees my posts except my followers. I guess it's expected since I'm only posting on Instagram, but it feels like the hashtags don't make a difference unless you're already viral.",assistant
66b375e9d6610da26674b067,2024-09-03T09:02:32.966897,4,change frustrated to disappointed and remove the word fear,human
66b375e9d6610da26674b067,2024-09-03T09:02:32.966897,5,"Recently, I've been trying to start an art business on Instagram, and it's been quite challenging. The platform is so oversaturated with content that it feels like my art gets lost in the crowd. This situation makes me feel really disappointed because it seems like no one sees my work. I've been experimenting with different hashtags, but it's hard to know which ones will actually work. It's just kind of annoying to be honest. The worst part is the possibility of getting shadow banned, or maybe I already am because barely anyone sees my posts except my followers. I guess it's expected since I'm only posting on Instagram, but it feels like the hashtags don't make a difference unless you're already viral.",assistant
66320c3fd918f178605a74f8,2024-09-03T09:09:29.106533,0,It needs more detail on the last part. It was the start of my hatred towards traditional social media,human
66320c3fd918f178605a74f8,2024-09-03T09:09:29.106533,1,"Recently, I had a strange experience with my social media. I was on holiday and decided to post a picture, hoping to share a bit of my fun with my friends. Some people commented that they liked the photo, but the weird part was that I didn't know any of them. It turns out they were friends with someone I kind of knew, but it still felt really odd. This made me feel disconnected and uncomfortable, so I ended up deleting all my social media posts. The worst part was definitely that unsettling feeling of disconnection from my own online space. It was as if my personal moments were being observed by strangers, which made me question the authenticity and privacy of traditional social media. This experience marked the beginning of my growing resentment towards these platforms, as I started to see them as invasive rather than connective.",assistant
667b1a208ccd6afaa3f9916c,2024-09-03T10:27:43.708966,0,i feel more clarity would make it better,human
667b1a208ccd6afaa3f9916c,2024-09-03T10:27:43.708966,1,"Recently, I've been going through some challenging experiences on social media, particularly with a group of friends who turned out to be quite toxic. They would leave sarcastic and negative comments on my stories and posts, which was really hurtful. The situation began because they were envious of me becoming friends with a very popular girl. It was evident they didn't like it and chose to take out their frustration on me online. This made me feel extremely upset and betrayed, especially since my intention was just to make new friends. The most painful moment was when they made rude comments about me during a group hangout session, right in front of me. It was incredibly humiliating. However, through this experience, I quickly realized that I shouldn't invest my energy in people who treat me this way. It was a tough lesson, but I'm learning to focus on building healthier friendships.",assistant
6145e674f74f637530a08a39,2024-09-03T10:50:06.816567,0,the experience i was talking about was in the past not current,human
6145e674f74f637530a08a39,2024-09-03T10:50:06.816567,1,"So, I had some creepy experiences on Instagram in the past. Basically, older men kept trying to follow me just to see my posts, and it was super uncomfortable. Instagram was where I usually shared my pictures, so it was really annoying that it kept happening there. Honestly, it made me feel scared, but I tried to deal with it as best as I could. The worst part was definitely the thought of those men looking at my photos, especially since I was underage. It was just really gross and made me feel unsafe.",assistant
665a05e7b6f029a87845ab89,2024-09-03T10:52:16.385120,0,actually it is perfect,human
665a05e7b6f029a87845ab89,2024-09-03T10:52:16.385120,1,"Lately, I've been finding myself caught in the cycle of endless scrolling on social media, especially in the evenings. It feels like I'm just mindlessly moving from one post to the next without any real purpose. This habit has started to frustrate me because I don't know how to break free from it. The worst part is realizing how much time I've wasted doing this. It's like the hours just disappear, and I end up feeling even more frustrated with myself. I really want to find a way to use my time more wisely and not get sucked into the scrolling trap.",assistant
66a3cf5c2aa7d68edac13f18,2024-09-03T11:18:03.854377,0,this dude has been weirdly competitive with me even from back in school when we would do maths test and chemistry test in which I would beat him.,human
66a3cf5c2aa7d68edac13f18,2024-09-03T11:18:03.854377,1,"So, I recently posted a pic of my brand new car on social media, feeling pretty excited about it. Out of nowhere, this guy from my old school, who I was never really close with, decided to message me. He started trashing my car, saying it was ugly and had a terrible color, clearly trying to get a rise out of me. The thing is, this dude has always been weirdly competitive with me, even from back in school when we would do math tests and chemistry tests in which I would beat him. His comments made me feel like I didn't want to post anything anymore. It really opened my eyes to how nasty people can be just to get under your skin. Knowing his usual antics, I just gave him short, dismissive replies like 'no' and 'nah' whenever he said something bad. The worst part? His car is objectively worse in every possible way, so he was just being spiteful and hateful for no reason.",assistant
66b2043f65c48323e4769a1b,2024-09-03T11:27:44.280036,0,if it mentioned like exactly how it affected my sleep schedule and the scrolling till like 2 am ,human
66b2043f65c48323e4769a1b,2024-09-03T11:27:44.280036,1,"Lately, I've been realizing that I'm spending way too much time on social media, especially TikTok. It's my main app, and my screen time on it is through the roof. When I first noticed how much time I was actually spending on TikTok, it was crazy. I knew I had to cut down, but it was super hard to do. The worst part is that it totally messed up my sleep schedule. I found myself scrolling till like 2 am almost every night, which left me feeling exhausted the next day. Even though it didn't really affect my relationships with my family and friends, I'm still trying to find a balance, but it's tough.",assistant
63d10ca8fca9ad7d2fbe4393,2024-09-03T11:38:31.482828,0,Sorry I meant to select that it was perfect,human
63d10ca8fca9ad7d2fbe4393,2024-09-03T11:38:31.482828,1,"Recently, I had an awkward moment that made me rethink my phone habits. I was having a casual chat with someone I care about while they were cooking in the kitchen. I was sitting on the couch, and before I knew it, I had completely zoned out of the conversation and started scrolling through my phone. They couldn't see me directly, but they could tell I wasn't really listening. When they noticed, I felt super embarrassed and immediately apologized. I tried my best to stay off my phone for the rest of the conversation, but it was tough. The worst part was realizing how rude I had been to someone I care about. It was a wake-up call for me to be more present in my interactions.",assistant
6678069fa0590af4e54e5f6f,2024-09-03T11:41:16.169859,0,emphasis on the invasion of privacy,human
6678069fa0590af4e54e5f6f,2024-09-03T11:41:16.169859,1,"Recently, I went through a really tough experience with my social media account. My account got hacked, and I was signed out while someone else took control of it. It turned out to be a scam related to investing, which made the whole situation even more stressful. I felt absolutely distraught, stressed, and unsafe. Social media is supposed to be a sanctuary, a place where I can connect with friends and share moments, but this felt like a huge invasion of my privacy. Knowing that this person had access to my private information and could see things I wanted to keep confidential was the worst part. The fear that they might misuse my personal details or expose my private moments was overwhelming. Since then, I haven't been able to look at social media the same way.",assistant
62029887ef1cb18a1337c2e4,2024-09-03T11:55:39.875741,0,the final sentence should be removed,human
62029887ef1cb18a1337c2e4,2024-09-03T11:55:39.875741,1,"Recently, I came across a post from our local police force about a serious crime that happened close to where my family lives. This news really hit home and made us all feel quite worried. The thought of something so dangerous happening nearby was really scary for me. I ended up talking to a couple of people about it, hoping to find some reassurance or advice.",assistant
62029887ef1cb18a1337c2e4,2024-09-03T11:55:39.875741,2,"the narrative including and after ""hoping to find some reassurance or advice"" isn't necessary accurate",human
62029887ef1cb18a1337c2e4,2024-09-03T11:55:39.875741,3,"Recently, I came across a post from our local police force about a serious crime that happened close to where my family lives. This news really hit home and made us all feel quite worried. The thought of something so dangerous happening nearby was really scary for me. This whole situation has left me feeling pretty unsettled, and I'm not sure how to shake off this fear.",assistant
62029887ef1cb18a1337c2e4,2024-09-03T11:55:39.875741,4,all good,human
62029887ef1cb18a1337c2e4,2024-09-03T11:55:39.875741,5,"Recently, I came across a post from our local community group about a serious incident that happened close to where my family lives. This news really hit home and made us all feel quite anxious. The thought of something so alarming happening nearby was really unsettling for me. I ended up talking to a couple of people about it, hoping to find some reassurance or advice. This whole situation has left me feeling pretty uneasy, and I'm not sure how to shake off this anxiety.",assistant
616adade94b2d0ae7b64ea0a,2024-09-03T12:29:59.766745,0,i would remove the first line,human
616adade94b2d0ae7b64ea0a,2024-09-03T12:29:59.766745,1,"One day, while scrolling through my feed on my phone, I stumbled upon a true crime story that was really stressful and depressing. It caught me off guard and made me feel really anxious. I tried to shake it off, but then I started seeing more and more similar videos, which only made things worse. It got to the point where I felt so stressed out that I decided to delete the app altogether. This experience has made me more cautious about the kind of content I consume online.",assistant
66b9c708fc867a3d4e7208c4,2024-09-03T12:02:32.115363,0,"i dont like the use of super frustrating, i think frustrating is just fine and it feels weird to say its the worst part when i still dont feel strongly about it. I also dont feel anxious about the future",human
66b9c708fc867a3d4e7208c4,2024-09-03T12:02:32.115363,1,"Lately, I've been struggling with staying focused while studying for my uni exams. I try to use the Pomodoro technique to keep myself on track, but I often end up spending hours watching videos instead of revising. It's frustrating because I feel like I have no self-control. I suspect I might have some form of ADD, which makes it even harder. Despite this, I pushed myself to lock in for a few hours and managed to get a 2:1. But I feel like I'm shooting myself in the foot by not being able to stay focused. It's a constant battle, and it makes me concerned about my study habits.",assistant
66b4c3ee501ddfac116d3f7e,2024-09-03T13:00:34.839121,0,nothing,human
66b4c3ee501ddfac116d3f7e,2024-09-03T13:00:34.839121,1,"Lately, I've been feeling really down about my time on TikTok. I've noticed that a lot of people on the app are constantly showing off their achievements, especially when they're sharing their successes or milestones. It's hard to miss, and it happens so often that it's become a regular part of my feed. Seeing this makes me feel like rubbish about myself. I've tried to avoid it, but it's almost impossible to escape. It's really affecting how I feel about my own accomplishments and self-worth.",assistant
669a90b048dbcb285ffe90d7,2024-09-03T12:58:47.934634,0,"i did not engage with the post by commenting, i just read through the comments",human
669a90b048dbcb285ffe90d7,2024-09-03T12:58:47.934634,1,"So, the other day I was scrolling through social media and saw this post where someone was praising 'Thor: Love and Thunder' as a great movie. Honestly, I couldn't believe it because I thought the movie was pretty bad. I mean, it had so many obvious flaws! Anyway, I decided to read through the comments, thinking maybe I could see some decent discussions about it. But nope, it just led to more arguments. People were not only defending the movie but also praising it like it was the best thing ever. It was super frustrating because it felt like they were ignoring all the obvious issues with the film. I ended up feeling really annoyed and just gave up on reading the conversation.",assistant
6657285874c90dc8d802a237,2024-09-03T13:15:32.896161,0,it guessed what feeling i had,human
6657285874c90dc8d802a237,2024-09-03T13:15:32.896161,1,"During my holiday, I found myself spending way too much time doom scrolling on my phone. Instead of enjoying my time off, I got sucked into endless social media feeds and news updates. When I finally put my phone down, I realized just how much time I had wasted. The worst part was that sinking feeling of regret and frustration, knowing I could have been making the most of my vacation instead of staring at a screen.",assistant
66b1d0cd7cc94db0de64297f,2024-09-03T13:24:05.131734,0,I felt more insecure not embarrassed and i still continued to use social media,human
66b1d0cd7cc94db0de64297f,2024-09-03T13:24:05.131734,1,"Recently, I had a rough experience with social media that really got to me. I was out with friends, and one of them posted a photo from our day out. The problem was, I hated how I looked in that picture. It made me feel super insecure and anxious. I still continued to use social media, but I started distancing myself from that friend group. The worst part was feeling like I had no control over how I was being portrayed online and being scared of what others might think. It was a tough situation to deal with.",assistant
668521275f0c8104e0bd3ad7,2024-09-03T13:35:59.113389,0,It could have a little more context,human
668521275f0c8104e0bd3ad7,2024-09-03T13:35:59.113389,1,"So, there was this one time I commented on someone's Instagram post about a football story. The post was about a controversial decision made by a referee during a big game, and I thought my opinion was pretty solid. I mentioned that while the referee's call was questionable, the players should have maintained their sportsmanship. My comment actually got a lot of likes, which made me feel pretty good about sharing my thoughts. But then, I started getting these comments that were kinda critical and dismissive. Some people were saying I didn't know what I was talking about, and others were just plain rude. At first, it bummed me out a bit, but I managed to shrug it off pretty quickly. The worst part, though, was just how mean people were for no reason. It made me realize how harsh people can be online, even when you're just trying to share your thoughts.",assistant
66b37e91aae8906d9821e312,2024-09-03T13:40:14.302752,0,That I'm not missing out on what their experiencing but the life mine could have been if I was more ambitiou,human
66b37e91aae8906d9821e312,2024-09-03T13:40:14.302752,1,"I've been feeling really pressured about my social media presence lately. I have this mindset that if I do something, it has to be perfect, which makes me super hesitant to post anything. It doesn't help that everyone else seems to be living these super exciting lives, and I feel like I'm missing out on the life mine could have been if I was more ambitious. This whole situation has made me stop posting altogether and even avoid being in other people's posts. The worst part is that I don't get any validation that my life isn't boring, or that my friends actually value the moments we share. It's a tough spot to be in.",assistant
66b4e72c37cfa163ea15b6fb,2024-09-03T14:15:06.176978,0,use more exaggerative and emotional words to really display the pain written in words,human
66b4e72c37cfa163ea15b6fb,2024-09-03T14:15:06.176978,1,"Lately, I've been feeling utterly devastated about my appearance, especially my nose. There's this cruel trend on TikTok where the first image shows an 'ugly' hooked nose with captions like 'imagine having this nose...' and then you swipe to see a flawless, tiny button nose. It's plastered all over my feed, and it's like a relentless assault on my self-esteem. I spend so much time on social media, and it's impossible not to get sucked into these toxic beauty standards. Every time I try to take a break and scroll through TikTok, I'm bombarded with these posts that make me loathe my own features. It makes me feel deeply insecure and ashamed. But then I think about my home country and its rich, unique culture, and I desperately try to remind myself that beauty isn't one-size-fits-all. The worst part is, there's no escape. Even when I'm just trying to relax, there's always some post viciously comparing or hating on a specific feature. It's utterly exhausting and soul-crushing.",assistant
66b4e72c37cfa163ea15b6fb,2024-09-03T14:15:06.176978,2,"it's basic. the more interesting words and more personal, the better it sounds",human
66b4e72c37cfa163ea15b6fb,2024-09-03T14:15:06.176978,3,"Lately, I've been feeling pretty down about my appearance, especially my nose. There's this trend on TikTok where the first image shows an 'unattractive' hooked nose with captions like 'imagine having this nose...' and then you swipe to see a flawless, tiny button nose. It's omnipresent on my feed. I spend a lot of time on social media, and it's nearly impossible not to get ensnared by these beauty standards. It's like, every time I try to take a break and scroll through TikTok, I encounter these posts that make me question my own features. It makes me feel insecure and ashamed. But then I think about my home country and its rich, unique culture, and I try to remind myself that beauty isn't one-size-fits-all. The worst part is, you can't escape it. Even when you're just trying to unwind, there's always some post comparing or criticizing a specific feature. It's utterly exhausting.",assistant
669d63b71212137a95644a45,2024-09-03T15:35:20.213104,0,"I'd remove the part where it says ""...without revealing who I was.""

This was in response to your question about how I reacted. I just meant that without explicitly typing out my tweet (as this would be easily traceable) and thus identifying myself, I voiced out my thoughts.",human
669d63b71212137a95644a45,2024-09-03T15:35:20.213104,1,"Social media can be a wild place, especially with all the shallow and over-generalized statements people post just to get a reaction. Recently, I came across a tweet that really got under my skin: 'Don't marry a man who expects you to provide 50/50 and go to work.' This wasn't the first time this person had posted something like this; just last week, they had another tweet blow up with thousands of likes and retweets from big accounts. I guess they thought they could replicate that success, but this time it just came off as weird and out of touch. I couldn't stay silent, so I decided to voice my thoughts. The whole situation was ridiculous to me. In today's world, it's almost impossible for a household to survive on a single income, especially with multiple people. Advice like this, if taken seriously, could ruin many healthy relationships where both partners are willing to make sacrifices for each other. It's just not realistic.",assistant
66aceefff52434d4476cef39,2024-09-03T16:06:21.471785,0,i did accept their apology but i felt like and excuse,human
66aceefff52434d4476cef39,2024-09-03T16:06:21.471785,1,"Lately, I've been feeling pretty down about my interactions on social media, especially when it comes to messaging my friends. Recently, I reached out to some friends to see if they wanted to meet up, but they left me on read for days. It was really confusing because we were friends before, and I didn't understand why they were ignoring me. Eventually, they replied with a quick 'sorry, I was busy' or something similar, but by then, I was already feeling pretty annoyed and upset. I tried to just accept their apologies and move on with my day, but it felt like an excuse. The worst part was definitely being ignored in the first place. It made me feel like I wasn't important enough to deserve a timely response.",assistant
66684c4dc8a89a711e01909c,2024-09-03T16:13:19.025757,0,shoudl,human
66684c4dc8a89a711e01909c,2024-09-03T16:13:19.025757,1,"Scenario: Recently, I had an awkward experience on social media that left me feeling pretty uncomfortable. A guy I didn't know slid into my DMs and I decided to accept his message because he seemed friendly and was just trying to get to know me. However, he came on a bit too strong, which made me feel uneasy. I didn't know how to handle the situation at first, but eventually, I decided to remove him from my followers and delete the chat. The whole experience was weird and uncomfortable, especially since I didn't know him at all. It made me more cautious about who I should interact with online.",assistant
66684c4dc8a89a711e01909c,2024-09-03T16:13:19.025757,2,should include that i didnt want to deal with it anymore before the line about being cautious online ,human
66684c4dc8a89a711e01909c,2024-09-03T16:13:19.025757,3,"Recently, I had an awkward experience on social media that left me feeling pretty uncomfortable. A guy I didn't know slid into my DMs and I decided to accept his message because he seemed friendly and was just trying to get to know me. However, he came on a bit too strong, which made me feel uneasy. I didn't know how to handle the situation at first, but eventually, I decided to remove him from my followers and delete the chat. I didn't want to deal with it anymore. The whole experience was weird and uncomfortable, especially since I didn't know him at all. It made me more cautious about who I interact with online.",assistant
66b21f477fd5e80b7449fa1a,2024-09-03T16:41:39.656582,0,"The part where it says ""The worse part?"" I would remove the question.",human
66b21f477fd5e80b7449fa1a,2024-09-03T16:41:39.656582,1,"So, I was just casually scrolling through my Twitter explore page when I stumbled upon this video. At first, I had no idea what it was, so I clicked on it out of curiosity. Big mistake. The video turned out to be really distressing, and it hit me hard. I felt super upset and immediately scrolled away as soon as I realized what I was watching. The worst part was I couldn't get the video out of my head. It just kept replaying in my mind, and it was really tough to shake off that feeling.",assistant
666b4d6dd75f7b1b5c9e5d3f,2024-09-03T17:04:20.143693,0,nothing,human
666b4d6dd75f7b1b5c9e5d3f,2024-09-03T17:04:20.143693,1,"Lately, I've been spending a lot of time on my phone, especially on social media. I often get messages from attractive guys asking to chat and get to know me better. While I do feel some pressure to engage in these conversations, I usually end up doing it and it feels okay in the moment. However, I can't shake off the worry that this might come back to haunt me in the future, especially when it comes to my career. The thought of these interactions resurfacing and affecting my professional life really stresses me out.",assistant
6665de0810bb2abd191e4ae5,2024-09-03T17:07:53.740746,0,"id like to change when it happened, it happened a few years ago ",human
6665de0810bb2abd191e4ae5,2024-09-03T17:07:53.740746,1,"So, something really upsetting happened to me a few years ago. I was on a voice call with my friend on a social media site, and I had to end the call because another friend was trying to reach me. I told her I'd call her back, but she got super mad and messaged some of our other friends, saying I just hung up on her. Next thing I knew, I was getting hurtful messages from them, and when I went back to school, they all started ignoring me. It was really scary because this friend was really close to me, and now she had turned everyone against me. The worst part was definitely the online messages and how quickly the situation spread. Suddenly, I had no friends at school, and I felt completely alone.",assistant
66956d95d62534ce26326202,2024-09-03T19:09:37.433429,0,I had the video idea specifically for the person whose tweet I commented on. I did not first think of the idea randomly and then share my idea with someone on Twitter.,human
66956d95d62534ce26326202,2024-09-03T19:09:37.433429,1,"Scenario: So, I had this idea for a video specifically for the person whose tweet I commented on, and I was super excited about it. I decided to share my idea by commenting on their tweet. But then, this random person replied to my comment and started making fun of my opinion and calling me really mean names. It was so uncalled for. I felt really sad and started doubting myself. I ended up reporting their reply and deleting my comment because I didn't want to deal with it anymore. The worst part was that I was really proud of my idea, but after that reply, I lost all my confidence. Now, I'm thinking twice about replying to people on social media.",assistant
66956d95d62534ce26326202,2024-09-03T19:09:37.433429,2,I had the idea for a YouTuber,human
66956d95d62534ce26326202,2024-09-03T19:09:37.433429,3,"Scenario: So, I had this idea for a YouTuber and I was super excited about it. I decided to share my idea by commenting on someone's tweet. But then, this random person replied to my comment and started making fun of my opinion and calling me really mean names. It was so uncalled for. I felt really sad and started doubting myself. I ended up reporting their reply and deleting my comment because I didn't want to deal with it anymore. The worst part was that I was really proud of my idea, but after that reply, I lost all my confidence. Now, I'm thinking twice about replying to people on social media.",assistant
66956d95d62534ce26326202,2024-09-03T19:09:37.433429,4,I commented on the YouTuber's tweet,human
66956d95d62534ce26326202,2024-09-03T19:09:37.433429,5,"Scenario: So, I had this idea for a video and I was super excited about it. I decided to share my idea by commenting on the YouTuber's tweet. But then, this random person replied to my comment and started making fun of my opinion and calling me really mean names. It was so uncalled for. I felt really sad and started doubting myself. I ended up reporting their reply and deleting my comment because I didn't want to deal with it anymore. The worst part was that I was really proud of my idea, but after that reply, I lost all my confidence. Now, I'm thinking twice about replying to people on social media.",assistant
66956d95d62534ce26326202,2024-09-03T19:09:37.433429,6,I had the idea for a Youtuber and commented on one of their tweets,human
66956d95d62534ce26326202,2024-09-03T19:09:37.433429,7,"Scenario: So, I had this idea for a video and I was super excited about it. I decided to share my idea by commenting on a Youtuber's tweet. But then, this random person replied to my comment and started making fun of my opinion and calling me really mean names. It was so uncalled for. I felt really sad and started doubting myself. I ended up reporting their reply and deleting my comment because I didn't want to deal with it anymore. The worst part was that I was really proud of my idea, but after that reply, I lost all my confidence. Now, I'm thinking twice about replying to people on social media.",assistant
66797732b9e72c465222b5ef,2024-09-03T19:03:21.893236,0,i like it,human
66797732b9e72c465222b5ef,2024-09-03T19:03:21.893236,1,"Lately, I've been feeling a bit down about my social media usage, especially when I see influencers posting about their vacations. These influencers are always doing exciting activities like going on yachts, skydiving, canoeing, and trying out different restaurants. It feels like they're constantly exploring new countries and having amazing experiences several times a year. Seeing all of this makes me sad because I really want to try those things too, but I can't afford to. It's tough watching them live out these incredible adventures while I feel stuck in comparison.",assistant
656117ef5cabaa7d1d1d064c,2024-09-03T19:38:47.201150,0,it wasn't that recent,human
656117ef5cabaa7d1d1d064c,2024-09-03T19:38:47.201150,1,"So, something really upsetting happened to me a while ago on social media. A friend of mine posted a picture of me that wasn't very flattering and they captioned it in a way that was meant to mock me. It was really hurtful to see myself being made fun of like that. I felt super upset but I didn't say or do anything because I didn't think it would make a difference. The worst part was seeing other people find it funny and laugh at my expense. It made me feel really alone and embarrassed.",assistant
656117ef5cabaa7d1d1d064c,2024-09-03T19:38:47.201150,2,"i wouldn't use the word to super to emphasize my feeling, it makes it feel too informal and actually weakens the emotion in my opinion",human
656117ef5cabaa7d1d1d064c,2024-09-03T19:38:47.201150,3,"So, something really upsetting happened to me recently on social media. A friend of mine posted a picture of me that wasn't very flattering and they captioned it in a way that was meant to mock me. It was really hurtful to see myself being made fun of like that. I felt extremely upset but I didn't say or do anything because I didn't think it would make a difference. The worst part was seeing other people find it funny and laugh at my expense. It made me feel really alone and embarrassed.",assistant
656117ef5cabaa7d1d1d064c,2024-09-03T19:38:47.201150,4,I wouldn't admit to being embarrased,human
656117ef5cabaa7d1d1d064c,2024-09-03T19:38:47.201150,5,"So, something really upsetting happened to me recently on social media. A friend of mine posted a picture of me that wasn't very flattering and they captioned it in a way that was meant to mock me. It was really hurtful to see myself being made fun of like that. I felt super upset but I didn't say or do anything because I didn't think it would make a difference. The worst part was seeing other people find it funny and laugh at my expense. It made me feel really alone and disappointed.",assistant
656117ef5cabaa7d1d1d064c,2024-09-03T19:38:47.201150,6,change the last sentence to say it made me feel really alone,human
656117ef5cabaa7d1d1d064c,2024-09-03T19:38:47.201150,7,"So, something really upsetting happened to me recently on social media. A friend of mine posted a picture of me that wasn't very flattering and they captioned it in a way that was meant to mock me. It was really hurtful to see myself being made fun of like that. I felt super upset but I didn't say or do anything because I didn't think it would make a difference. The worst part was seeing other people find it funny and laugh at my expense. It made me feel really alone.",assistant
65ca26d0d65ef3e220512d2a,2024-09-03T21:49:10.252230,0,"i dont like how formal the sentence ""it's become a routinue for me to scroll though my feeds before bed"" is",human
